Surfin' Safari - Mono/Remastered 2001
County Fair - Mono/Remastered 2001
Ten Little Indians - Mono/Remastered 2001
Chug-A-Lug - Mono/Remastered 2001
Little Girl (You're My Miss America) - Mono/Remastered 2001
409
Surfin' - Mono/Remastered 2001
Heads You Win, Tails I Lose - Mono/Remastered 2001
Summertime Blues - Mono/Remastered 2001
Cuckoo Clock - Mono/Remastered 2001
Moon Dawg - Mono/Remastered 2001
The Shift - Mono/Remastered 2001
